doc_type,company_name,filing_date,name,lei,title,cusip,identifiers_otherDesc,identifiers_value,balance,units,curCd,valUSD,pctVal,payoffProfile,assetCat,issuerConditional_desc,issuerConditional_issuerCat,invCountry,isRestrictedSec,fairValLevel,derivCat,counterpartyName,counterpartyLei,putOrCall,writtenOrPur,descRefInstrmnt_issuerName,descRefInstrmnt_issueTitle,descRefInstrmnt_otherDesc,descRefInstrmnt_otherValue,shareNo,exercisePrice,exercisePriceCurCd,expDt,delta,unrealizedAppr,isCashCollateral,isNonCashCollateral,isLoanByFund,estSharesLoaned
NPORT-P,FIDELITY SALEM STREET TRUST,2024-08-27,WOLFSPEED INC,549300OGU88P3AW3TO93,WOLFSPEED INC,977852102,N/A,N/A,14521.00000000,NS,USD,330497.96000000,0.036165821189,Long,EC,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,Y,13799
NPORT-P,FIDELITY SALEM STREET TRUST,2024-09-25,WOLFSPEED INC,549300OGU88P3AW3TO93,WOLFSPEED INC,977852102,N/A,N/A,5031.00000000,NS,USD,94834.35000000,0.020800420023,Long,EC,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,Y,3100
NPORT-P,FIDELITY SALEM STREET TRUST,2024-09-25,WOLFSPEED INC,549300OGU88P3AW3TO93,WOLFSPEED INC,977852102,N/A,N/A,43280.00000000,NS,USD,815828.00000000,0.009600350012,Long,EC,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,Y,43200
NPORT-P,FIDELITY SALEM STREET TRUST,2024-09-25,WOLFSPEED INC,549300OGU88P3AW3TO93,WOLFSPEED INC,977852102,N/A,N/A,267270.00000000,NS,USD,5038039.50000000,0.014045630907,Long,EC,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,Y,264800
NPORT-P,FIDELITY SALEM STREET TRUST,2024-09-25,WOLFSPEED INC,549300OGU88P3AW3TO93,WOLFSPEED INC,977852102,N/A,N/A,60062.00000000,NS,USD,1132168.70000000,0.065176897252,Long,EC,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,Y,60000
NPORT-P,FIDELITY SALEM STREET TRUST,2024-09-25,WOLFSPEED INC,549300OGU88P3AW3TO93,WOLFSPEED INC,977852102,N/A,N/A,39901.00000000,NS,USD,752133.85000000,0.009617859197,Long,EC,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,Y,39800
NPORT-P,FIDELITY SELECT PORTFOLIOS,2024-07-26,WOLFSPEED INC,549300OGU88P3AW3TO93,WOLFSPEED INC,977852102,N/A,N/A,418400.00000000,NS,USD,10752880.00000000,0.056487009882,Long,EC,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,Y,418110
NPORT-P,FLEXSHARES TRUST,2024-09-30,"Wolfspeed, Inc.",549300OGU88P3AW3TO93,"Wolfspeed, Inc.",977852102,N/A,N/A,2415.00000000,NS,USD,45522.75000000,0.002731427972,Long,EC,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,Y,104
NPORT-P,GROWTH FUND OF AMERICA,2024-07-26,WOLFSPEED INC,549300OGU88P3AW3TO93,WOLFSPEED INC,977852102,N/A,WOLF,8808854.000000000000,NS,USD,226387547.800000000000,0.0835602155,Long,EC,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,Y,69671
NPORT-P,GuideStone Funds,2024-08-27,Wolfspeed Inc.,549300OGU88P3AW3TO93,WOLF 1.875 12/01/29,977852AD4,N/A,N/A,15000,PA,USD,8340,0.0005657175,Long,DBT,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,N,0
NPORT-P,GuideStone Funds,2024-08-27,Wolfspeed Inc.,549300OGU88P3AW3TO93,WOLF 1.75 05/01/26,225447AD3,N/A,N/A,3037000,PA,USD,2710522.5,0.1838597231,Long,DBT,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,N,0
NPORT-P,GuideStone Funds,2024-08-27,Wolfspeed Inc.,549300OGU88P3AW3TO93,Wolfspeed Inc. COM,977852102,N/A,N/A,737,NS,USD,16774.12,0.0089700293,Long,EC,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,Y,737
NPORT-P,GuideStone Funds,2024-08-27,CFD_EQS FIN LEG WOLFSPEED,N/A,CFD_EQS GOLDUS33 BMBVND9,977852102,N/A,9L2CSCU,-11940,NC,USD,-271754.4,-0.1066957025,N/A,DE,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,N,0
NPORT-P,INVESCO EXCHANGE-TRADED FUND TRUST,2024-07-01,"Wolfspeed, Inc.",549300OGU88P3AW3TO93,"Wolfspeed, Inc.",977852102,N/A,N/A,120418.00000000,NS,USD,3254898.54000000,0.143899234927,Long,EC,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,Y,122806
NPORT-P,INVESCO EXCHANGE-TRADED FUND TRUST,2024-09-27,"Wolfspeed, Inc.",549300OGU88P3AW3TO93,"Wolfspeed, Inc.",977852102,N/A,N/A,221308.00000000,NS,USD,4171655.80000000,1.215680722255,Long,EC,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,N,0
NPORT-P,INVESCO EXCHANGE-TRADED FUND TRUST,2024-09-30,"Wolfspeed, Inc.",549300OGU88P3AW3TO93,"Wolfspeed, Inc.",977852102,N/A,N/A,120298.00000000,NS,USD,2267617.30000000,0.088686490721,Long,EC,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,Y,112342
NPORT-P,Invesco Exchange-Traded Fund Trust II,2024-07-29,"Wolfspeed, Inc.",549300OGU88P3AW3TO93,"Wolfspeed, Inc.",977852102,N/A,N/A,40849.00000000,NS,USD,1049819.30000000,0.256432266526,Long,EC,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,Y,40752
NPORT-P,Invesco Exchange-Traded Fund Trust II,2024-07-29,"Wolfspeed, Inc.",549300OGU88P3AW3TO93,"Wolfspeed, Inc.",977852102,N/A,N/A,11000.00000000,NS,USD,282700.00000000,0.036133198661,Long,EC,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,Y,10601
NPORT-P,Invesco Exchange-Traded Fund Trust II,2024-07-30,"Wolfspeed, Inc.",549300OGU88P3AW3TO93,"Wolfspeed, Inc.",977852102,N/A,N/A,13967.00000000,NS,USD,358951.90000000,0.060203015601,Long,EC,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,Y,13631
NPORT-P,Invesco Exchange-Traded Fund Trust II,2024-09-27,"Wolfspeed, Inc.",549300OGU88P3AW3TO93,"Wolfspeed, Inc.",977852102,N/A,N/A,41735.00000000,NS,USD,786704.75000000,0.713378518921,Long,EC,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,Y,36277
NPORT-P,J.P. Morgan Exchange-Traded Fund Trust,2024-08-28,"Wolfspeed, Inc.",549300OGU88P3AW3TO93,"Wolfspeed, Inc.",977852102,N/A,N/A,21616.00000000,NS,USD,491980.16000000,0.043731210022,Long,EC,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,Y,19994
NPORT-P,J.P. Morgan Exchange-Traded Fund Trust,2024-09-26,"Wolfspeed, Inc.",549300OGU88P3AW3TO93,"Wolfspeed, Inc.",977852102,N/A,N/A,57428.00000000,NS,USD,1082517.80000000,0.059464244918,Long,EC,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,Y,47307
NPORT-P,JNL SERIES TRUST,2024-08-28,"Wolfspeed, Inc.",549300OGU88P3AW3TO93,"Wolfspeed, Inc.",977852102,N/A,977852102,163094,NS,USD,3712019.44,0.1099407780,Long,EC,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,Y,5984
NPORT-P,JNL SERIES TRUST,2024-08-28,"Wolfspeed, Inc.",549300OGU88P3AW3TO93,"Wolfspeed, Inc.",977852102,N/A,977852102,7952,NS,USD,180987.52,0.0306417180,Long,EC,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,Y,7952
NPORT-P,JNL SERIES TRUST,2024-08-28,"Wolfspeed, Inc.",549300OGU88P3AW3TO93,"Wolfspeed, Inc.",977852102,N/A,977852102,2728,NS,USD,62089.28,0.0044217861,Long,EC,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,Y,2708
NPORT-P,JNL SERIES TRUST,2024-08-28,"Wolfspeed, Inc.",549300OGU88P3AW3TO93,"Wolfspeed, Inc.",977852AD4,N/A,977852AD4,412000,PA,USD,228505.09,0.0146559117,Long,DBT,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,N,0
NPORT-P,JNL SERIES TRUST,2024-08-28,"Wolfspeed, Inc.",549300OGU88P3AW3TO93,"Wolfspeed, Inc.",977852102,N/A,977852102,186401,NS,USD,4242486.76,0.0605653863,Long,EC,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,Y,16032
NPORT-P,JNL SERIES TRUST,2024-08-28,"Wolfspeed, Inc.",549300OGU88P3AW3TO93,"Wolfspeed, Inc.",977852102,N/A,977852102,13353,NS,USD,303914.28,0.0057955282,Long,EC,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,Y,738
NPORT-P,JNL SERIES TRUST,2024-08-28,"Wolfspeed, Inc.",549300OGU88P3AW3TO93,"Wolfspeed, Inc.",977852102,N/A,977852102,9812,NS,USD,223321.12,0.0551977359,Long,EC,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,Y,9812
NPORT-P,JOHN HANCOCK INVESTMENT TRUST,2024-08-27,Wolfspeed Inc.,549300OGU88P3AW3TO93,WOLFSPEED INC COMMON STOCK USD.00125,977852102,N/A,N/A,29156,NS,USD,663590.56,0.0642593725,Long,EC,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,Y,12178
NPORT-P,JOHN HANCOCK VARIABLE INSURANCE TRUST,2024-08-27,Wolfspeed Inc.,549300OGU88P3AW3TO93,WOLFSPEED INC COMMON STOCK USD.00125,977852102,N/A,N/A,55776,NS,USD,1269461.76,0.1042613232,Long,EC,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,N,0
NPORT-P,JOHN HANCOCK VARIABLE INSURANCE TRUST,2024-08-27,Wolfspeed Inc.,549300OGU88P3AW3TO93,WOLFSPEED INC SR UNSECURED 02/28 0.25,977852AB8,N/A,N/A,978000,PA,USD,576531,0.0922264060,Long,DBT,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,N,0
NPORT-P,JOHN HANCOCK VARIABLE INSURANCE TRUST,2024-08-27,Wolfspeed Inc.,549300OGU88P3AW3TO93,WOLFSPEED INC SR UNSECURED 12/29 1.875,977852AD4,N/A,N/A,3436000,PA,USD,1893236,0.3028568316,Long,DBT,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,N,0
NPORT-P,JOHN HANCOCK VARIABLE INSURANCE TRUST,2024-08-27,Wolfspeed Inc.,549300OGU88P3AW3TO93,WOLFSPEED INC COMMON STOCK USD.00125,977852102,N/A,N/A,20500,NS,USD,466580,0.0425555034,Long,EC,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,N,0
NPORT-P,JOHN HANCOCK VARIABLE INSURANCE TRUST,2024-08-27,Wolfspeed Inc.,549300OGU88P3AW3TO93,WOLFSPEED INC COMMON STOCK USD.00125,977852102,N/A,N/A,23313,NS,USD,530603.88,0.0073540426,Long,EC,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,N,0
NPORT-P,JOHN HANCOCK VARIABLE INSURANCE TRUST,2024-08-27,Wolfspeed Inc.,549300OGU88P3AW3TO93,WOLFSPEED INC COMMON STOCK USD.00125,977852102,N/A,N/A,2162,NS,USD,49207.12,0.0051137908,Long,EC,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,N,0
NPORT-P,John Hancock Funds II,2024-07-29,Wolfspeed Inc.,549300OGU88P3AW3TO93,WOLFSPEED INC SR UNSECURED 12/29 1.875,977852AD4,N/A,N/A,8093000,PA,USD,4499708,0.3048710978,Long,DBT,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,N,0
NPORT-P,John Hancock Funds II,2024-07-29,Wolfspeed Inc.,549300OGU88P3AW3TO93,WOLFSPEED INC SR UNSECURED 02/28 0.25,977852AB8,N/A,N/A,2313000,PA,USD,1368139.5,0.0926962797,Long,DBT,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,N,0
NPORT-P,M FUND INC,2024-08-22,Wolfspeed Inc,549300OGU88P3AW3TO93,"Wolfspeed, Inc.",977852102,N/A,N/A,73370.00000000,NS,USD,1669901.20000000,0.726909636864,Long,EC,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,Y,63651
NPORT-P,MASSMUTUAL SELECT FUNDS,2024-08-29,WOLFSPEED INC,549300OGU88P3AW3TO93,SR UNSECURED 02/28 0.25,977852AB8,N/A,BN4BB62,330000,PA,USD,194535,0.029675856473,Long,DBT,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,N,0
NPORT-P,MASSMUTUAL SELECT FUNDS,2024-08-29,WOLFSPEED INC,549300OGU88P3AW3TO93,SR UNSECURED 12/29 1.875,977852AD4,N/A,BS54RG7,1265000,PA,USD,697015,0.106327998043,Long,DBT,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,N,0
NPORT-P,MASTER INVESTMENT PORTFOLIO,2024-08-26,Wolfspeed Inc,549300OGU88P3AW3TO93,Wolfspeed Inc,977852102,N/A,N/A,80018.00000000,NS,USD,1821209.68000000,0.005445736414,Long,EC,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,Y,802
NPORT-P,NATIONWIDE MUTUAL FUNDS,2024-09-17,"Wolfspeed, Inc.",549300OGU88P3AW3TO93,"Wolfspeed, Inc.",977852102,N/A,N/A,27672.00000000,NS,USD,521617.20000000,0.084384804891,Long,EC,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,Y,17862
NPORT-P,NATIONWIDE MUTUAL FUNDS,2024-09-17,"Wolfspeed, Inc.",549300OGU88P3AW3TO93,"Wolfspeed, Inc.",977852102,N/A,N/A,69201.00000000,NS,USD,1304438.85000000,0.573536808362,Long,EC,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,Y,59045
NPORT-P,NATIONWIDE VARIABLE INSURANCE TRUST,2024-08-27,"Wolfspeed, Inc.",549300OGU88P3AW3TO93,"Wolfspeed, Inc.",977852102,N/A,N/A,56126.00000000,NS,USD,1277427.76000000,0.107690449102,Long,EC,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,Y,57283
NPORT-P,NEW ECONOMY FUND,2024-07-08,WOLFSPEED INC,549300OGU88P3AW3TO93,WOLFSPEED INC,977852102,N/A,WOLF,2093227.000000000000,NS,USD,53795933.900000000000,0.1630260274,Long,EC,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,N,0
NPORT-P,NEW PERSPECTIVE FUND,2024-08-28,WOLFSPEED INC,549300OGU88P3AW3TO93,WOLFSPEED INC,977852102,N/A,WOLF,2255516.000000000000,NS,USD,51335544.160000000000,0.0368814063,Long,EC,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,N,0
NPORT-P,NEW WORLD FUND INC,2024-09-26,WOLFSPEED INC,549300OGU88P3AW3TO93,WOLFSPEED INC,977852102,N/A,WOLF,1887288.000000000000,NS,USD,35575378.800000000000,0.0589796018,Long,EC,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,Y,31568
NPORT-P,Nuveen S&P 500 Dynamic Overwrite Fund,2024-08-27,Wolfspeed Inc,549300OGU88P3AW3TO93,Wolfspeed Inc,977852102,N/A,N/A,2647.00000000,NS,USD,60245.72000000,0.019077841883,Long,EC,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,Y,2620
NPORT-P,PROSHARES TRUST,2024-07-29,"Wolfspeed, Inc.",549300OGU88P3AW3TO93,"Wolfspeed, Inc.",977852102,N/A,N/A,1050.00000000,NS,USD,26985.00000000,0.081754332696,Long,EC,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,N,0
NPORT-P,PROSHARES TRUST,2024-07-29,"Wolfspeed, Inc.",549300OGU88P3AW3TO93,"Wolfspeed, Inc.",977852102,N/A,N/A,5013.00000000,NS,USD,128834.10000000,0.093604745554,Long,EC,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,N,0
NPORT-P,PROSHARES TRUST,2024-07-29,"Wolfspeed, Inc.",549300OGU88P3AW3TO93,"Wolfspeed, Inc.",977852102,N/A,N/A,15796.00000000,NS,USD,405957.20000000,0.040496180625,Long,EC,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,N,0
NPORT-P,Pacer Funds Trust,2024-09-27,Wolfspeed Inc,549300OGU88P3AW3TO93,Wolfspeed Inc,977852102,N/A,N/A,20750.000000000000,NS,USD,391137.500000000000,0.6541211841,Long,EC,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,Y,19173
NPORT-P,Pacer Funds Trust,2024-09-27,Wolfspeed Inc,549300OGU88P3AW3TO93,Wolfspeed Inc,977852102,N/A,N/A,18591.000000000000,NS,USD,350440.350000000000,0.0842775712,Long,EC,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,Y,17634
NPORT-P,"RBB FUND, INC.",2024-07-29,Wolfspeed Inc,549300OGU88P3AW3TO93,Wolfspeed Inc,977852102,N/A,N/A,32702.000000000000,NS,USD,840441.400000000000,1.0854855398,Long,EC,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,Y,27880
NPORT-P,RYDEX SERIES FUNDS,2024-08-29,Wolfspeed Inc,549300OGU88P3AW3TO93,"Wolfspeed, Inc.",977852102,N/A,N/A,28246.00000000,NS,USD,642878.96000000,0.468004038144,Long,EC,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,Y,14271
NPORT-P,RYDEX SERIES FUNDS,2024-08-29,Wolfspeed Inc,549300OGU88P3AW3TO93,"Wolfspeed, Inc.",977852102,N/A,N/A,504.00000000,NS,USD,11471.04000000,0.088297626798,Long,EC,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,N,0
NPORT-P,SA FUNDS INVESTMENT TRUST,2024-08-16,Wolfspeed Inc,549300OGU88P3AW3TO93,Wolfspeed Inc,977852102,N/A,N/A,857.00000000,NS,USD,19505.32000000,0.002832994819,Long,EC,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,Y,874
NPORT-P,SA FUNDS INVESTMENT TRUST,2024-08-16,Wolfspeed Inc,549300OGU88P3AW3TO93,Wolfspeed Inc,977852102,N/A,N/A,9115.00000000,NS,USD,207457.40000000,0.067244771015,Long,EC,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,Y,9303
NPORT-P,SMALLCAP WORLD FUND INC,2024-08-28,WOLFSPEED INC,549300OGU88P3AW3TO93,WOLFSPEED INC,977852102,N/A,WOLF,3859375.000000000000,NS,USD,87839375.000000000000,0.1214952915,Long,EC,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,Y,1989757
NPORT-P,SPDR INDEX SHARES FUNDS,2024-08-28,Wolfspeed Inc,549300OGU88P3AW3TO93,Wolfspeed Inc,977852102,N/A,N/A,362.00000000,NS,USD,8239.12000000,0.001031889033,Long,EC,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,Y,324
NPORT-P,SPDR SERIES TRUST,2024-08-28,Wolfspeed Inc,549300OGU88P3AW3TO93,Wolfspeed Inc,977852102,N/A,N/A,1769795.00000000,NS,USD,40280534.20000000,2.625418435364,Long,EC,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,Y,1607951
NPORT-P,SPDR SERIES TRUST,2024-08-28,WOLFSPEED INC,549300OGU88P3AW3TO93,Wolfspeed Inc,225447AD3,N/A,N/A,5410000.00000000,PA,USD,4868783.60000000,0.142202914050,Long,DBT,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,N,0
NPORT-P,SPDR SERIES TRUST,2024-08-28,WOLFSPEED INC,549300OGU88P3AW3TO93,Wolfspeed Inc,977852AD4,N/A,N/A,29887000.00000000,PA,USD,16608803.64000000,0.485094526792,Long,DBT,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,N,0
NPORT-P,SPDR SERIES TRUST,2024-08-28,WOLFSPEED INC,549300OGU88P3AW3TO93,Wolfspeed Inc,977852AB8,N/A,N/A,9512000.00000000,PA,USD,5595719.36000000,0.163434579265,Long,DBT,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,N,0
NPORT-P,SPDR SERIES TRUST,2024-08-28,Wolfspeed Inc,549300OGU88P3AW3TO93,Wolfspeed Inc,977852102,N/A,N/A,104180.00000000,NS,USD,2371136.80000000,0.096542292619,Long,EC,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,Y,95370
NPORT-P,SPDR SERIES TRUST,2024-08-28,Wolfspeed Inc,549300OGU88P3AW3TO93,Wolfspeed Inc,977852102,N/A,N/A,12.00000000,NS,USD,273.12000000,0.000255729369,Long,EC,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,Y,10
