cik,name,reportingDate,filingDate,nameOfIssuer,titleOfClass,cusip,value,sshPrnamt,sshPrnamtType,putCall,investmentDiscretion,otherManager,Sole,Shared,None
1754535,DeepCurrents Investment Group LLC,20231231,20240214,WOLFSPEED INC,NOTE  1.875%12/0,977852AD4,4330046,6461000,PRN,,OTR,1,0,6461000,0
2009396,E. Ohman J:or Asset Management AB,20110930,20240405,CREE INC,COM,225447101,46764,1800,SH,,SOLE,,1800,0,0
1767306,"Vanguard Personalized Indexing Management, LLC",20231231,20240208,WOLFSPEED INC,COM,977852102,503541,11573,SH,,SOLE,,10506,0,1067
2009396,E. Ohman J:or Asset Management AB,20150331,20240405,CREE INC,COM,225447101,88725,2500,SH,,SOLE,,2500,0,0
1795552,Maryland State Retirement & Pension System,20240331,20240419,WOLFSPEED INC,COM,977852102,244226,9680,SH,,SOLE,,9680,0,0
1318757,"MARSHALL WACE, LLP",20240331,20240515,WOLFSPEED INC,COMMON STOCK,977852102,3773050,127900,SH,,OTR,"02811377, 02814472",0,127900,0
1966898,Portman Square Capital LLP,20231231,20240119,WOLFSPEED INC,COM,977852102,6548255,150500,SH,Put,SOLE,,150500,0,0
1966898,Portman Square Capital LLP,20231231,20240119,WOLFSPEED INC,COM,977852102,437145,10047,SH,,SOLE,,10047,0,0
1456048,"SIGNATUREFD, LLC",20231231,20240201,WOLFSPEED INC,COM,977852102,42205,970,SH,,SOLE,,0,0,970
1456048,"SIGNATUREFD, LLC",20240331,20240503,WOLFSPEED INC,COM,977852102,16019,543,SH,,SOLE,,0,0,543
1065349,Capital International Sarl,20240331,20240514,WOLFSPEED INC,COM,977852102,1850358,62724,SH,,DFND,"1, 2",57983,0,4741
2009396,E. Ohman J:or Asset Management AB,20110630,20240405,CREE INC,COM,225447101,60462,1800,SH,,SOLE,,1800,0,0
728083,FIRST MANHATTAN CO. LLC.,20231231,20240213,WOLFSPEED INC,COM,977852102,26106,600,SH,,SOLE,,0,600,0
1754535,DeepCurrents Investment Group LLC,20240630,20240814,WOLFSPEED INC,NOTE  1.750% 5/0,225447AD3,12244769,13604000,PRN,,SOLE,,13604000,0,0
1754535,DeepCurrents Investment Group LLC,20240630,20240814,WOLFSPEED INC,NOTE  1.875%12/0,977852AD4,7850017,14039000,PRN,,SOLE,,14039000,0,0
1754535,DeepCurrents Investment Group LLC,20240630,20240814,WOLFSPEED INC,NOTE  1.750% 5/0,225447AD3,5756950,6396000,PRN,,OTR,1,0,6396000,0
1754535,DeepCurrents Investment Group LLC,20240630,20240814,WOLFSPEED INC,NOTE  1.875%12/0,977852AD4,3612720,6461000,PRN,,OTR,1,0,6461000,0
2005409,"Bruce G. Allen Investments, LLC",20240630,20240712,WOLFSPEED INC COM,Stock,977852102,0,0,SH,,SOLE,0,0,0,0
1597298,"Verity Asset Management, Inc.",20231231,20240208,WOLFSPEED INC,COM,977852102,235781,5419,SH,,SOLE,,0,0,5419
2009396,E. Ohman J:or Asset Management AB,20130331,20240405,CREE INC,COM,225447101,207898,3800,SH,,SOLE,,3800,0,0
1963212,"Icon Wealth Advisors, LLC",20231231,20240214,WOLFSPEED INC COM,Stock,977852102,103293,2374,SH,,SOLE,,2374,0,0
1735445,Rheos Capital Works Inc.,20231231,20240116,WOLFSPEED INC,COM,977852102,17295,397500,SH,,SOLE,,397500,0,0
2009396,E. Ohman J:or Asset Management AB,20140630,20240405,CREE INC,COM,225447101,124875,2500,SH,,SOLE,,2500,0,0
1546592,PARK CIRCLE Co,20231231,20240215,WOLFSPEED INC,COM,977852102,10878,250,SH,,SOLE,,250,0,0
2009396,E. Ohman J:or Asset Management AB,20130930,20240405,CREE INC,COM,225447101,150475,2500,SH,,SOLE,,2500,0,0
2009396,E. Ohman J:or Asset Management AB,20120930,20240405,CREE INC,COM,225447101,45954,1800,SH,,SOLE,,1800,0,0
2009396,E. Ohman J:or Asset Management AB,20221231,20240405,WOLFSPEED,COM,977852102,365912,5300,SH,,SOLE,,5300,0,0
1065349,Capital International Sarl,20231231,20240213,WOLFSPEED INC,COM,977852102,2805351,64476,SH,,DFND,"1, 2",59735,0,4741
1735445,Rheos Capital Works Inc.,20240331,20240411,"Wolfspeed, Inc.",COM,977852102,5236,177500,SH,,SOLE,,177500,0,0
937615,"NISA INVESTMENT ADVISORS, LLC",20240331,20240502,WOLFSPEED INC,COM,977852102,818566,27748,SH,,SOLE,,27748,0,0
1520354,BNP Paribas Asset Management Holding S.A.,20240630,20240730,WOLFSPEED INC,NOTE  0.250% 2/1,977852AB8,591,1000000,SH,,DFND,1,0,7860,0
1520354,BNP Paribas Asset Management Holding S.A.,20240630,20240730,WOLFSPEED INC,NOTE  1.875%12/0,977852AD4,1387,2500000,SH,,DFND,1,0,21030,0
1005817,TOMPKINS FINANCIAL CORP,20240630,20240717,Wolfspeed Inc,COM,977852102,569,25,SH,,SOLE,,25,0,0
2009396,E. Ohman J:or Asset Management AB,20230630,20240405,WOLFSPEED,COM,977852102,294627,5300,SH,,SOLE,,5300,0,0
1109448,ALLIANCEBERNSTEIN L.P.,20240331,20240514,WOLFSPEED INC,COM,977852102,5884513,199475,SH,,DFND,1,184241,0,15234
1165002,WESTWOOD HOLDINGS GROUP INC,20231231,20240213,WOLFSPEED INC,NOTE 0.250% 2/1,977852AB8,679,1000000,PRN,,DFND,2,1000000,0,0
1109448,ALLIANCEBERNSTEIN L.P.,20231231,20240214,WOLFSPEED INC,COM,977852102,8297009,190692,SH,,DFND,1,175554,0,15138
1546592,PARK CIRCLE Co,20240930,20241108,WOLFSPEED INC,COM,977852102,5335,550,SH,,SOLE,,550,0,0
2005409,"Bruce G. Allen Investments, LLC",20240930,20241008,WOLFSPEED INC COM,Stock,977852102,272,28,SH,,SOLE,0,28,0,0
2005409,"Bruce G. Allen Investments, LLC",20231231,20240111,WOLFSPEED INC COM,Stock,977852102,696,16,SH,,SOLE,0,16,0,0
314984,THRIVENT FINANCIAL FOR LUTHERANS,20231231,20240214,WOLFSPEED INC,COM,977852102,32618,749663,SH,,SOLE,,749663,0,0
314984,THRIVENT FINANCIAL FOR LUTHERANS,20231231,20240214,WOLFSPEED INC,COM,977852102,48925,1124444,SH,,DFND,1,1124444,0,0
1822587,Cornerstone Planning Group LLC,20231231,20240212,WOLFSPEED INC,Common Stock,977852102,4830,111,SH,,SOLE,,0,0,111
2009539,"Rakuten Securities, Inc.",20240630,20240731,WOLFSPEED INC,COM,977852102,2413,106,SH,,DFND,,106,0,0
1109448,ALLIANCEBERNSTEIN L.P.,20240930,20241114,WOLFSPEED INC,COM,977852102,576102,59392,SH,,DFND,1,44925,0,14467
1456048,"SIGNATUREFD, LLC",20240930,20241021,WOLFSPEED INC,COM,977852102,20700,2134,SH,,SOLE,,0,0,2134
1767306,"Vanguard Personalized Indexing Management, LLC",20240630,20240812,WOLFSPEED INC,COM,977852102,353486,15665,SH,,SOLE,,13535,0,2130
1387508,"PRELUDE CAPITAL MANAGEMENT, LLC",20240331,20240515,WOLFSPEED INC,COM,977852102,574306,19468,SH,,OTR,,0,19468,0
2009396,E. Ohman J:or Asset Management AB,20111231,20240405,CREE INC,COM,225447101,39672,1800,SH,,SOLE,,1800,0,0
1591744,"Shellback Capital, LP",20231231,20240214,WOLFSPEED INC,COM,977852102,1346417,30945,SH,,SOLE,,30945,0,0
1126328,PRINCIPAL FINANCIAL GROUP INC,20231231,20240207,WOLFSPEED INC,COM,977852102,19676571,452231,SH,,DFND,1 3 2004,452231,0,0
1126328,PRINCIPAL FINANCIAL GROUP INC,20231231,20240207,WOLFSPEED INC,COM,977852102,339509,7803,SH,,DFND,1 4,7803,0,0
1754535,DeepCurrents Investment Group LLC,20240331,20240515,WOLFSPEED INC,NOTE  1.750% 5/0,225447AD3,17921523,18705000,PRN,,SOLE,,18705000,0,0
1754535,DeepCurrents Investment Group LLC,20240331,20240515,WOLFSPEED INC,NOTE  1.875%12/0,977852AD4,7970065,14039000,PRN,,SOLE,,14039000,0,0
1754535,DeepCurrents Investment Group LLC,20240331,20240515,WOLFSPEED INC,NOTE  1.750% 5/0,225447AD3,8426613,8795000,PRN,,OTR,1,0,8795000,0
1754535,DeepCurrents Investment Group LLC,20240331,20240515,WOLFSPEED INC,NOTE  1.875%12/0,977852AD4,3667968,6461000,PRN,,OTR,1,0,6461000,0
1960212,JDM Financial Group LLC,20240630,20240814,CREE INC,Stock,977852102,2276,100,SH,,SOLE,,0,0,100
1767306,"Vanguard Personalized Indexing Management, LLC",20240930,20241112,WOLFSPEED INC,COM,977852102,227320,23435,SH,,SOLE,,20180,0,3255
1455267,Parkside Financial Bank & Trust,20240331,20240501,WOLFSPEED INC,COM,977852102,325,11,SH,,SOLE,2,0,0,11
1455267,Parkside Financial Bank & Trust,20240331,20240501,WOLFSPEED INC,COM,977852102,413,14,SH,,DFND,2,0,0,14
314984,THRIVENT FINANCIAL FOR LUTHERANS,20240930,20241107,WOLFSPEED INC,COM,977852102,959,98832,SH,,SOLE,,98832,0,0
1065349,Capital International Sarl,20240630,20240813,WOLFSPEED INC,COM,977852102,1211447,53227,SH,,DFND,"1, 2",48486,0,4741
2009396,E. Ohman J:or Asset Management AB,20100630,20240405,CREE INC,COM,225447101,108054,1800,SH,,SOLE,,1800,0,0
1560717,"Horizon Investments, LLC",20231231,20240214,WOLFSPEED INC COM,COM,977852102,75577,1737,SH,,SOLE,NONE,0,0,1737
2009396,E. Ohman J:or Asset Management AB,20121231,20240405,CREE INC,COM,225447101,61164,1800,SH,,SOLE,,1800,0,0
1005817,TOMPKINS FINANCIAL CORP,20231231,20240108,Wolfspeed Inc,COM,977852102,435,10,SH,,DFND,,0,0,10
2009396,E. Ohman J:or Asset Management AB,20230930,20240206,WOLFSPEED,COM,977852102,201930,5300,SH,,SOLE,,5300,0,0
1445911,"Quantitative Investment Management, LLC",20240331,20240515,Wolfspeed Inc,COM,977852102,360,12208,SH,,SOLE,,12208,0,0
2009396,E. Ohman J:or Asset Management AB,20130630,20240405,CREE INC,COM,225447101,159650,2500,SH,,SOLE,,2500,0,0
1960212,JDM Financial Group LLC,20240930,20241118,CREE INC,Stock,977852102,970,100,SH,,SOLE,,0,0,100
1650717,QUADRANT CAPITAL GROUP LLC,20240930,20241112,WOLFSPEED INC,COM,977852102,21079,2173,SH,,SOLE,,0,0,2173
1546592,PARK CIRCLE Co,20240331,20240510,WOLFSPEED INC,COM,977852102,7375,250,SH,,SOLE,,250,0,0
1422849,Capital World Investors,20231231,20240213,WOLFSPEED INC,COM,977852102,230512282,5297915,SH,,DFND,"1, 2",5297915,0,0
1422849,Capital World Investors,20240630,20240813,WOLFSPEED INC,COM,977852102,72317078,3177376,SH,,DFND,"1, 2",3177376,0,0
1735445,Rheos Capital Works Inc.,20240930,20241016,"Wolfspeed, Inc.",COM,977852102,4147,427500,SH,,SOLE,,427500,0,0
1846445,AtonRa Partners,20231231,20240205,Wolfspeed Inc,COM,977852102,410995,9446,SH,,SOLE,,9385,0,0
1666363,"Venturi Wealth Management, LLC",20240930,20241104,WOLFSPEED INC,COM,977852102,1552,160,SH,,OTR,,0,160,0
842775,"Clearstead Advisors, LLC",20231231,20240212,WOLFSPEED INC,COM,977852102,50255,1155,SH,,SOLE,Clearstead,0,0,1155
1455267,Parkside Financial Bank & Trust,20231231,20240201,WOLFSPEED INC,COM,977852102,1088,25,SH,,DFND,2,0,0,25
1456048,"SIGNATUREFD, LLC",20240630,20240729,WOLFSPEED INC,COM,977852102,47500,2087,SH,,SOLE,,0,0,2087
1831316,"Rise Advisors, LLC",20240930,20241011,WOLFSPEED INC COM,0,977852102,5131,529,SH,,SOLE,,529,0,0
1960212,JDM Financial Group LLC,20240331,20240509,CREE INC,Stock,977852102,2950,100,SH,,SOLE,,0,0,100
1858740,Spire Wealth Management,20240630,20240731,WOLFSPEED INC,COM,977852102,569,25,SH,,SOLE,0,0,0,0
1065349,Capital International Sarl,20240930,20241113,WOLFSPEED INC,COM,977852102,516302,53227,SH,,DFND,"1, 2",48486,0,4741
1821561,INCEPTIONR LLC,20240930,20241108,WOLFSPEED INC,COM,977852102,148798,15340,SH,,SOLE,,0,0,15340
1960212,JDM Financial Group LLC,20231231,20240205,CREE INC,Stock,977852102,4351,100,SH,,SOLE,,0,0,100
1021249,UNITED SERVICES AUTOMOBILE ASSOCIATION,20231231,20240212,WOLFSPEED INC,Common Stock,977852102,446804,10269,SH,,DFND,23,10269,0,0
1126328,PRINCIPAL FINANCIAL GROUP INC,20240331,20240429,WOLFSPEED INC,COM,977852102,13663280,463162,SH,,DFND,1 3 2004,463162,0,0
1126328,PRINCIPAL FINANCIAL GROUP INC,20240331,20240429,WOLFSPEED INC,COM,977852102,307066,10409,SH,,DFND,1 4,10409,0,0
1476179,"Firsthand Capital Management, Inc.",20240331,20240515,"Wolfspeed, Inc.",Common Stock,977852102,5310000,180000,SH,,SOLE,,180000,0,0
314984,THRIVENT FINANCIAL FOR LUTHERANS,20240331,20240514,WOLFSPEED INC,COM,977852102,930,31525,SH,,SOLE,,31525,0,0
1081019,CALIFORNIA STATE TEACHERS RETIREMENT SYSTEM,20240630,20240814,WOLFSPEED INC,COMMON STOCK,977852102,2793699,122746,SH,,SOLE,,122746,0,0
2009396,E. Ohman J:or Asset Management AB,20101231,20240405,CREE INC,COM,225447101,118602,1800,SH,,SOLE,,1800,0,0
1455267,Parkside Financial Bank & Trust,20240630,20240805,WOLFSPEED INC,COM,977852102,524,23,SH,,SOLE,,0,0,23
1455267,Parkside Financial Bank & Trust,20240630,20240805,WOLFSPEED INC,COM,977852102,1503,66,SH,,DFND,2,0,0,66
1081019,CALIFORNIA STATE TEACHERS RETIREMENT SYSTEM,20231231,20240213,WOLFSPEED INC,COMMON STOCK,977852102,5765119,132501,SH,,SOLE,,132501,0,0
2009396,E. Ohman J:or Asset Management AB,20140331,20240405,CREE INC,COM,225447101,141400,2500,SH,,SOLE,,2500,0,0
1948780,Corient Private Wealth LLC,20240930,20241112,WOLFSPEED INC,COM,977852102,108942,11231,SH,,SOLE,,607,0,10624
314984,THRIVENT FINANCIAL FOR LUTHERANS,20240630,20240813,WOLFSPEED INC,COM,977852102,692,30409,SH,,SOLE,,30409,0,0
1390777,Bank of New York Mellon Corp,20240930,20241112,WOLFSPEED INC,COM,977852102,4928,508,SH,,DFND,"124,22",508,0,0
1390777,Bank of New York Mellon Corp,20240930,20241112,WOLFSPEED INC,COM,977852102,72702,7495,SH,,DFND,"15,123",7495,0,0
1390777,Bank of New York Mellon Corp,20240930,20241112,WOLFSPEED INC,COM,977852102,7977949,822469,SH,,DFND,15,748388,0,74081
1390777,Bank of New York Mellon Corp,20240930,20241112,WOLFSPEED INC,COM,977852102,1641007,169176,SH,,DFND,22,169176,0,0
1390777,Bank of New York Mellon Corp,20240930,20241112,WOLFSPEED INC,COM,977852102,21292,2195,SH,,DFND,4,2195,0,0
1390777,Bank of New York Mellon Corp,20240930,20241112,WOLFSPEED INC,COM,977852102,1847627,190477,SH,,DFND,48,151690,0,38787
1390777,Bank of New York Mellon Corp,20240930,20241112,WOLFSPEED INC,COM,977852102,8255,851,SH,,DFND,49,0,851,0
1390777,Bank of New York Mellon Corp,20240930,20241112,WOLFSPEED INC,COM,977852102,609247,62809,SH,,DFND,49,62335,0,474
1390777,Bank of New York Mellon Corp,20240930,20241112,WOLFSPEED INC,COM,977852102,26,3,SH,,DFND,,3,0,0
1620943,IQ EQ FUND MANAGEMENT (IRELAND) Ltd,20240930,20241016,WOLFSPEED INC COM,COM,977852102,416450,42933,SH,,SOLE,,42933,0,0
1455267,Parkside Financial Bank & Trust,20240930,20241107,WOLFSPEED INC,COM,977852102,1543,159,SH,,SOLE,,0,0,159
1455267,Parkside Financial Bank & Trust,20240930,20241107,WOLFSPEED INC,COM,977852102,1853,191,SH,,DFND,2,0,0,191
869589,NISSAY ASSET MANAGEMENT CORP /JAPAN/ /ADV,20240630,20240814,WOLFSPEED INC,COM,977852102,581290,25540,SH,,SOLE,,25540,0,0
1858740,Spire Wealth Management,20231231,20240206,WOLFSPEED INC,COM,977852102,648,20,SH,,SOLE,0,0,0,0
1323645,CAPITAL FUND MANAGEMENT S.A.,20240930,20241113,WOLFSPEED INC,COM,977852102,5060228,521673,SH,,SOLE,0,0,521673,0
1323645,CAPITAL FUND MANAGEMENT S.A.,20240930,20241113,WOLFSPEED INC,COM,977852102,13455840,1387200,SH,Call,SOLE,0,0,1387200,0
1323645,CAPITAL FUND MANAGEMENT S.A.,20240930,20241113,WOLFSPEED INC,COM,977852102,4243750,437500,SH,Put,SOLE,0,0,437500,0
1714672,"Fore Capital, LLC",20240630,20240807,WOLFSPEED INC,NOTE  0.250% 2/1,977852AB8,891750,1500000,PRN,,SOLE,N/A,1500000,0,0
1274173,JANUS HENDERSON GROUP PLC,20231231,20240214,WOLFSPEED INC,COM,977852102,425876,9788,SH,,DFND,10 37,0,9788,0
1274173,JANUS HENDERSON GROUP PLC,20231231,20240214,WOLFSPEED INC,COM,977852102,27846,640,SH,,DFND,10 34,0,640,0
1274173,JANUS HENDERSON GROUP PLC,20231231,20240214,WOLFSPEED INC,COM,977852102,2666857,61300,SH,,DFND,4,0,0,61300
1274173,JANUS HENDERSON GROUP PLC,20231231,20240214,WOLFSPEED INC,COM,977852102,27638683,635226,SH,,DFND,10,0,610255,24971
1823823,Hiddenite Capital Partners LP,20240331,20240508,WOLFSPEED INC,COM,977852102,1475000,50000,SH,Put,SOLE,,50000,0,0
1902501,"CoreCap Advisors, LLC",20240930,20241108,WOLFSPEED INC,COM,977852102,213,22,SH,,SOLE,,0,0,0
1714672,"Fore Capital, LLC",20240930,20241112,WOLFSPEED INC,NOTE  0.250% 2/1,977852AB8,597000,1500000,PRN,,SOLE,N/A,1500000,0,0
1714672,"Fore Capital, LLC",20240930,20241112,WOLFSPEED INC,NOTE  1.750% 5/0,225447AD3,702000,1000000,PRN,,SOLE,N/A,1000000,0,0
2019663,"Ashton Thomas Private Wealth, LLC",20240630,20240807,WOLFSPEED INC COM,Stock,977852102,1912,84,SH,,SOLE,0,84,0,0
1560717,"Horizon Investments, LLC",20240331,20240515,WOLFSPEED INC COM,COM,977852102,68735,2330,SH,,SOLE,NONE,0,0,2330
1021117,D L CARLSON INVESTMENT GROUP INC,20231231,20240216,WOLFSPEED INC,COM,977852102,640845,22871,SH,,SOLE,0,986,0,21885
61227,MACKAY SHIELDS LLC,20231231,20240202,WOLFSPEED INC,NOTE 0.250% 2/1,977852AB8,154232,229000,PRN,,OTR,4,100000,129000,0
61227,MACKAY SHIELDS LLC,20231231,20240202,WOLFSPEED INC,NOTE 0.250% 2/1,977852AB8,12689307,18702000,PRN,,OTR,1,0,18702000,0
61227,MACKAY SHIELDS LLC,20231231,20240202,WOLFSPEED INC,NOTE 0.250% 2/1,977852AB8,5030372,7469000,PRN,,DFND,1,186000,7274000,9000
61227,MACKAY SHIELDS LLC,20231231,20240202,WOLFSPEED INC,NOTE 0.250% 2/1,977852AB8,835912,1232000,PRN,,SOLE,,1232000,0,0
1080107,D.A. DAVIDSON & CO.,20240930,20241113,WOLFSPEED INC,COM,977852102,880624,90786,SH,,SOLE,0,90786,0,0
1476179,"Firsthand Capital Management, Inc.",20231231,20240214,"Wolfspeed, Inc.",Common Stock,977852102,7831800,190000,SH,,SOLE,,190000,0,0
1274173,JANUS HENDERSON GROUP PLC,20240331,20240515,WOLFSPEED INC,COM,977852102,1804979,61300,SH,,DFND,4,0,0,61300
1274173,JANUS HENDERSON GROUP PLC,20240331,20240515,WOLFSPEED INC,COM,977852102,288746,9788,SH,,DFND,10 37,0,9788,0
1274173,JANUS HENDERSON GROUP PLC,20240331,20240515,WOLFSPEED INC,COM,977852102,19152256,649229,SH,,DFND,10,0,624104,25125
1274173,JANUS HENDERSON GROUP PLC,20240331,20240515,WOLFSPEED INC,COM,977852102,18998,644,SH,,DFND,10 34,0,644,0
2009396,E. Ohman J:or Asset Management AB,20100331,20240405,CREE INC,COM,225447101,126396,1800,SH,,SOLE,,1800,0,0
1080107,D.A. DAVIDSON & CO.,20240630,20240801,WOLFSPEED INC,COM,977852102,1339403,58849,SH,,SOLE,0,58849,0,0
1445911,"Quantitative Investment Management, LLC",20240930,20241114,Wolfspeed Inc,COM,977852102,1561,160948,SH,,SOLE,,160948,0,0
938487,SSI INVESTMENT MANAGEMENT LLC,20231231,20240208,WOLFSPEED INC,NOTE 1.875%12/0,977852AD4,876409,1286000,PRN,,SOLE,1,1286000,0,0
938487,SSI INVESTMENT MANAGEMENT LLC,20231231,20240208,WOLFSPEED INC,NOTE 1.875%12/0,977852AD4,8976718,13172000,PRN,,SOLE,,13172000,0,0
938487,SSI INVESTMENT MANAGEMENT LLC,20231231,20240208,WOLFSPEED INC,NOTE 0.250% 2/1,977852AB8,1087459,1614000,PRN,,SOLE,,1614000,0,0
1831316,"Rise Advisors, LLC",20231231,20240110,WOLFSPEED INC COM,0,977852102,348,8,SH,,SOLE,,8,0,0
1109448,ALLIANCEBERNSTEIN L.P.,20240630,20240814,WOLFSPEED INC,COM,977852102,3925736,172484,SH,,DFND,1,158027,0,14457
1562230,Capital International Investors,20240630,20240813,WOLFSPEED INC,COM,977852102,286897675,12605346,SH,,DFND,"1, 2",12605346,0,0
1965377,SHERBROOKE PARK ADVISERS LLC,20240930,20241114,WOLFSPEED INC,COM,977852102,695830,71735,SH,,SOLE,,71735,0,0
1723397,"Steward Partners Investment Advisory, LLC",20240331,20240515,WOLFSPEED INC,COM,977852102,12213,414,SH,,SOLE,,0,0,414
1662212,Grove Bank & Trust,20231231,20240130,Wolfspeed Inc,COM,977852102,13053,300,SH,,SOLE,,300,0,0
1476179,"Firsthand Capital Management, Inc.",20240630,20240815,WOLFSPEED INC,Common Stock,977852102,4096800,180000,SH,,SOLE,,4096800,0,0
1476179,"Firsthand Capital Management, Inc.",20240630,20240815,ABB LTD,Common Stock,977852102,389970,7000,SH,,SOLE,,389970,0,0
1714672,"Fore Capital, LLC",20231231,20240213,WOLFSPEED INC,NOTE  0.250% 2/1,977852AB8,678500,1000000,PRN,,SOLE,N/A,1000000,0,0
1081019,CALIFORNIA STATE TEACHERS RETIREMENT SYSTEM,20240331,20240516,WOLFSPEED INC,COMMON STOCK,977852102,3711956,125829,SH,,SOLE,,125829,0,0
1858740,Spire Wealth Management,20240331,20240424,WOLFSPEED INC,COM,977852102,590,20,SH,,SOLE,0,0,0,0
1387508,"PRELUDE CAPITAL MANAGEMENT, LLC",20231231,20240214,WOLFSPEED INC,COM,977852102,293344,6742,SH,,OTR,,0,6742,0
1723397,"Steward Partners Investment Advisory, LLC",20240930,20241114,WOLFSPEED INC,COM,977852102,14715,1517,SH,,SOLE,,0,0,1517
1562230,Capital International Investors,20240331,20240514,WOLFSPEED INC,COM,977852102,378374080,12826240,SH,,DFND,"1, 2",12825915,0,325
1389507,"DISCOVERY CAPITAL MANAGEMENT, LLC / CT",20231231,20240214,WOLFSPEED INC,COM,977852102,5508366,126600,SH,,SOLE,,126600,0,0
938487,SSI INVESTMENT MANAGEMENT LLC,20240630,20240726,WOLFSPEED INC,NOTE 1.875%12/0,977852AD4,379088,688000,PRN,,SOLE,1,688000,0,0
938487,SSI INVESTMENT MANAGEMENT LLC,20240630,20240726,WOLFSPEED INC,NOTE 1.875%12/0,977852AD4,4792047,8697000,PRN,,SOLE,,8697000,0,0
938487,SSI INVESTMENT MANAGEMENT LLC,20240630,20240726,WOLFSPEED INC,NOTE 0.250% 2/1,977852AB8,380817,646000,PRN,,SOLE,,646000,0,0
1390777,Bank of New York Mellon Corp,20240331,20240425,WOLFSPEED INC,COM,977852102,15222,516,SH,,DFND,"124,22",516,0,0
1390777,Bank of New York Mellon Corp,20240331,20240425,WOLFSPEED INC,COM,977852102,30179,1023,SH,,OTR,"15,119",1023,0,0
1390777,Bank of New York Mellon Corp,20240331,20240425,WOLFSPEED INC,COM,977852102,225911,7658,SH,,OTR,"15,123",7658,0,0
1390777,Bank of New York Mellon Corp,20240331,20240425,WOLFSPEED INC,COM,977852102,12221968,414304,SH,,DFND,15,346016,0,68288
1390777,Bank of New York Mellon Corp,20240331,20240425,WOLFSPEED INC,COM,977852102,2515052,85256,SH,,DFND,22,85256,0,0
1390777,Bank of New York Mellon Corp,20240331,20240425,WOLFSPEED INC,COM,977852102,28173,955,SH,,DFND,4,955,0,0
1390777,Bank of New York Mellon Corp,20240331,20240425,WOLFSPEED INC,COM,977852102,2655,90,SH,,OTR,4,0,90,0
1390777,Bank of New York Mellon Corp,20240331,20240425,WOLFSPEED INC,COM,977852102,12553371,425538,SH,,DFND,48,386751,0,38787
1390777,Bank of New York Mellon Corp,20240331,20240425,WOLFSPEED INC,COM,977852102,838538,28425,SH,,DFND,49,27951,0,474
1390777,Bank of New York Mellon Corp,20240331,20240425,WOLFSPEED INC,COM,977852102,1948092,66037,SH,,DFND,59,65952,0,85
1390777,Bank of New York Mellon Corp,20240331,20240425,WOLFSPEED INC,COM,977852102,77,3,SH,,DFND,,3,0,0
1831316,"Rise Advisors, LLC",20240630,20240709,WOLFSPEED INC COM,0,977852102,12040,529,SH,,SOLE,,529,0,0
1562230,Capital International Investors,20240930,20241113,WOLFSPEED INC,COM,977852102,75636293,7797556,SH,,DFND,"1, 2",7797556,0,0
2024152,"Pathway Financial Advisers, LLC",20240930,20241024,WOLFSPEED INC,COM,977852102,3880,400,SH,,SOLE,,0,0,0
1964958,"INSIGNEO ADVISORY SERVICES, LLC",20240930,20241115,WOLFSPEED INC,NOTE 1.875%12/0,977852AD4,14508,39000,PRN,,SOLE,,39000,0,0
2009396,E. Ohman J:or Asset Management AB,20120331,20240405,CREE INC,COM,225447101,56934,1800,SH,,SOLE,,1800,0,0
1390777,Bank of New York Mellon Corp,20240630,20240725,WOLFSPEED INC,COM,977852102,11835,520,SH,,DFND,"124,22",520,0,0
1390777,Bank of New York Mellon Corp,20240630,20240725,WOLFSPEED INC,COM,977852102,168515,7404,SH,,DFND,"15,123",7404,0,0
1390777,Bank of New York Mellon Corp,20240630,20240725,WOLFSPEED INC,COM,977852102,22396,984,SH,,OTR,"15,119",984,0,0
1390777,Bank of New York Mellon Corp,20240630,20240725,WOLFSPEED INC,COM,977852102,12873010,565598,SH,,DFND,15,491892,0,73706
1390777,Bank of New York Mellon Corp,20240630,20240725,WOLFSPEED INC,COM,977852102,1636330,71895,SH,,DFND,22,71895,0,0
1390777,Bank of New York Mellon Corp,20240630,20240725,WOLFSPEED INC,COM,977852102,45861,2015,SH,,DFND,4,2015,0,0
1390777,Bank of New York Mellon Corp,20240630,20240725,WOLFSPEED INC,COM,977852102,9651810,424069,SH,,DFND,48,385282,0,38787
1390777,Bank of New York Mellon Corp,20240630,20240725,WOLFSPEED INC,COM,977852102,3824,168,SH,,DFND,49,0,168,0
1390777,Bank of New York Mellon Corp,20240630,20240725,WOLFSPEED INC,COM,977852102,1014231,44562,SH,,DFND,49,44088,0,474
1390777,Bank of New York Mellon Corp,20240630,20240725,WOLFSPEED INC,COM,977852102,1368217,60115,SH,,DFND,59,59977,0,138
1390777,Bank of New York Mellon Corp,20240630,20240725,WOLFSPEED INC,COM,977852102,37,2,SH,,DFND,,2,0,0
869589,NISSAY ASSET MANAGEMENT CORP /JAPAN/ /ADV,20240331,20240515,WOLFSPEED INC,COM,977852102,375004,12712,SH,,SOLE,,12712,0,0
1546592,PARK CIRCLE Co,20240630,20240802,WOLFSPEED INC,COM,977852102,5690,250,SH,,SOLE,,250,0,0
1080107,D.A. DAVIDSON & CO.,20231231,20240209,WOLFSPEED INC,COM,977852102,2523928,58008,SH,,SOLE,0,58008,0,0
1301396,"Context Capital Management, LLC",20240331,20240502,WOLFSPEED INC,NOTE 1.750% 5/0,225447AD3,25402661,26400,PRN,,SOLE,,26400,0,0
