cik,name,reportingDate,filingDate,nameOfIssuer,titleOfClass,cusip,value,sshPrnamt,sshPrnamtType,putCall,investmentDiscretion,otherManager,Sole,Shared,None
752798,"CONCOURSE FINANCIAL GROUP SECURITIES, INC.",20231231,20240207,CREE INC,NOTE  1.750% 5/0,225447AD3,0,0,SH,,SOLE,,0,0,0
752798,"CONCOURSE FINANCIAL GROUP SECURITIES, INC.",20231231,20240207,WOLFSPEED INC,COM,977852102,13531,311,SH,,SOLE,,0,0,0
752798,"CONCOURSE FINANCIAL GROUP SECURITIES, INC.",20231231,20240207,WOLFSPEED INC,CALL,977852902,0,0,SH,Call,SOLE,,0,0,0
752798,"CONCOURSE FINANCIAL GROUP SECURITIES, INC.",20231231,20240207,WOLFSPEED INC,PUT,977852952,0,0,SH,Put,SOLE,,0,0,0
752798,"CONCOURSE FINANCIAL GROUP SECURITIES, INC.",20231231,20240207,WOLFSPEED INC,NOTE  0.250% 2/1,977852AB8,0,0,SH,,SOLE,,0,0,0
752798,"CONCOURSE FINANCIAL GROUP SECURITIES, INC.",20231231,20240207,WOLFSPEED INC,NOTE  1.875%12/0,977852AD4,0,0,SH,,SOLE,,0,0,0
1423053,CITADEL ADVISORS LLC,20231231,20240214,WOLFSPEED INC,NOTE  1.750% 5/0,225447AD3,77558304,67989000,PRN,,DFND,,0,0,67989000
1423053,CITADEL ADVISORS LLC,20231231,20240214,WOLFSPEED INC,NOTE  0.250% 2/1,977852AB8,1362209,2000000,PRN,,DFND,,0,0,2000000
1423053,CITADEL ADVISORS LLC,20231231,20240214,WOLFSPEED INC,NOTE  1.875%12/0,977852AD4,11836462,17600000,PRN,,DFND,,0,0,17600000
1423053,CITADEL ADVISORS LLC,20231231,20240214,WOLFSPEED INC,COM,977852102,117477,2700,SH,Call,DFND,,2700,0,0
1423053,CITADEL ADVISORS LLC,20231231,20240214,WOLFSPEED INC,COM,977852102,40155379,922900,SH,Call,DFND,1,922900,0,0
1423053,CITADEL ADVISORS LLC,20231231,20240214,WOLFSPEED INC,COM,977852102,234954,5400,SH,Put,DFND,,5400,0,0
1423053,CITADEL ADVISORS LLC,20231231,20240214,WOLFSPEED INC,COM,977852102,10929712,251200,SH,Put,DFND,1,251200,0,0
1423053,CITADEL ADVISORS LLC,20231231,20240214,WOLFSPEED INC,COM,977852102,68233731,1568231,SH,,DFND,,1568231,0,0
1423053,CITADEL ADVISORS LLC,20231231,20240214,WOLFSPEED INC,COM,977852102,7985260,183527,SH,,DFND,1,183527,0,0
1588340,Vontobel Holding Ltd.,20240930,20241016,WOLFSPEED INC,COM,977852102,364381,37565,SH,,DFND,1,37565,0,0
1761013,"Cresset Asset Management, LLC",20240331,20240515,WOLFSPEED INC,COM,977852102,68588,2325,SH,,DFND,6,0,0,2325
1761013,"Cresset Asset Management, LLC",20240331,20240515,WOLFSPEED INC,COM,977852102,724579,24562,SH,,DFND,"1,3,6",2445,590,21527
1298088,"CIBC Private Wealth Group, LLC",20240630,20240809,Wolfspeed Inc,COM,977852102,437533,17895,SH,,SOLE,"1,2",763,0,17132
1637541,"XPONANCE, INC.",20240331,20240513,WOLFSPEED INC,COM,977852102,434240,14720,SH,,SOLE,,14720,0,0
1730479,Independence Bank of Kentucky,20240930,20241009,Wolfspeed Inc,COM,977852102,4501,464,SH,,SOLE,,464,0,0
1756111,PEAK6 Investments LLC,20240630,20240814,WOLFSPEED INC,COM,977852102,1436156,63100,SH,Call,DFND,"01, 02",63100,0,0
1756111,PEAK6 Investments LLC,20240630,20240814,WOLFSPEED INC,COM,977852102,3261508,143300,SH,Put,DFND,"01, 02",143300,0,0
1756111,PEAK6 Investments LLC,20240630,20240814,WOLFSPEED INC,COM,977852102,902707,39662,SH,,DFND,"01, 02",39662,0,0
1348883,"Clearbridge Investments, LLC",20231231,20240209,Wolfspeed Inc,COM,977852102,210608224,4840456,SH,,SOLE,,4747089,0,93367
1542265,Gradient Investments LLC,20231231,20240118,WOLFSPEED INC,COM,977852102,174,4,SH,,SOLE,,0,0,4
1035350,"SECURIAN ASSET MANAGEMENT, INC",20231231,20240208,WOLFSPEED INC,COM,977852102,458682,10542,SH,,SOLE,,0,0,0
1597823,Parkwood LLC,20240630,20240814,WOLFSPEED INC,COMMON STOCK,977852102,1132,49728,SH,,SOLE,,49728,0,0
49205,HUNTINGTON NATIONAL BANK,20240930,20241106,WOLFSPEED INC,COMMON STOCK,977852102,3347,345,SH,,DFND,,345,0,0
2024532,Erste Asset Management GmbH,20210930,20241125,"CREE, INC.",Common Stock,225447101,5765361,72040,SH,,SOLE,,72040,0,0
1483066,State of New Jersey Common Pension Fund D,20231231,20240202,WOLFSPEED INC,COM,977852102,3377725,77631,SH,,SOLE,,77631,0,0
1541211,"Hilton Capital Management, LLC",20231231,20240209,WOLFSPEED INC,Common Stocks,977852102,317231,7291,SH,,SOLE,,7291,0,0
1009207,"D. E. Shaw & Co., Inc.",20231231,20240214,WOLFSPEED INC,COM,977852102,9106643,209300,SH,Call,DFND,1,209300,0,0
1009207,"D. E. Shaw & Co., Inc.",20231231,20240214,WOLFSPEED INC,COM,977852102,9789750,225000,SH,Put,DFND,1,225000,0,0
1009207,"D. E. Shaw & Co., Inc.",20231231,20240214,WOLFSPEED INC,NOTE,977852AD4,35232171,52400000,PRN,,DFND,1,52400000,0,0
1597823,Parkwood LLC,20231231,20240214,WOLFSPEED INC,COMMON STOCK,977852102,839,19275,SH,,SOLE,,19275,0,0
2010393,Smartleaf Asset Management LLC,20240930,20241113,WOLFSPEED INC,COM,977852102,7960,782,SH,,SOLE,,0,0,782
752798,"CONCOURSE FINANCIAL GROUP SECURITIES, INC.",20240930,20241010,CREE INC,NOTE  1.750% 5/0,225447AD3,0,0,SH,,SOLE,,0,0,0
752798,"CONCOURSE FINANCIAL GROUP SECURITIES, INC.",20240930,20241010,WOLFSPEED INC,COM,977852102,0,0,SH,,SOLE,,0,0,0
752798,"CONCOURSE FINANCIAL GROUP SECURITIES, INC.",20240930,20241010,WOLFSPEED INC,CALL,977852902,0,0,SH,Call,SOLE,,0,0,0
752798,"CONCOURSE FINANCIAL GROUP SECURITIES, INC.",20240930,20241010,WOLFSPEED INC,PUT,977852952,0,0,SH,Put,SOLE,,0,0,0
752798,"CONCOURSE FINANCIAL GROUP SECURITIES, INC.",20240930,20241010,WOLFSPEED INC,NOTE  0.250% 2/1,977852AB8,0,0,SH,,SOLE,,0,0,0
752798,"CONCOURSE FINANCIAL GROUP SECURITIES, INC.",20240930,20241010,WOLFSPEED INC,NOTE  1.875%12/0,977852AD4,0,0,SH,,SOLE,,0,0,0
1736225,"ExodusPoint Capital Management, LP",20240331,20240514,WOLFSPEED INC,COM,977852102,818,27714,SH,,SOLE,,27714,0,0
1009207,"D. E. Shaw & Co., Inc.",20240930,20241114,WOLFSPEED INC,COM,977852102,43066254,4439820,SH,,DFND,1,4439820,0,0
1009207,"D. E. Shaw & Co., Inc.",20240930,20241114,WOLFSPEED INC,NOTE  1.875%12/0,977852AD4,19693702,52400000,PRN,,DFND,1,52400000,0,0
1009207,"D. E. Shaw & Co., Inc.",20240930,20241114,WOLFSPEED INC,COM,977852102,6308929,650405,SH,,DFND,"2,1",634400,0,16005
1009207,"D. E. Shaw & Co., Inc.",20240930,20241114,WOLFSPEED INC,COM,977852102,5286500,545000,SH,Put,DFND,1,545000,0,0
1893143,"Atlantic Private Wealth, LLC",20240930,20241107,Wolfspeed Inc Com,Com,977852102,22688,2339,SH,,SOLE,,0,0,2339
884541,"TRILLIUM ASSET MANAGEMENT, LLC",20240331,20240509,WOLFSPEED INC,COM,977852102,12254685,415417,SH,,DFND,,369342,0,46075
763212,PRIMECAP MANAGEMENT CO/CA/,20240930,20241108,WOLFSPEED INC,COM,977852102,61587046,6349180,SH,,SOLE,,5930760,0,418420
1011443,HBK INVESTMENTS L P,20240331,20240515,WOLFSPEED INC,NOTE  1.875%12/0,977852AD4,6524078,11500000,PRN,,SOLE,,11500000,0,0
1810099,"Royal Fund Management, LLC",20240630,20240718,WOLFSPEED INC,COM,977852102,623624,27400,SH,Call,SOLE,,0,0,27400
1810099,"Royal Fund Management, LLC",20240630,20240718,WOLFSPEED INC,COM,977852102,1044684,45900,SH,,SOLE,,0,0,45900
1387399,"West Oak Capital, LLC",20231231,20240118,Wolfspeed Inc,COM,977852102,17,500,SH,,SOLE,,500,0,0
1393389,Manchester Capital Management LLC,20240930,20241105,WOLFSPEED INC,COM,977852102,2503,258,SH,,SOLE,,0,0,258
1730479,Independence Bank of Kentucky,20240331,20240416,Wolfspeed Inc,COM,977852102,13688,464,SH,,SOLE,,464,0,0
1475597,HRT FINANCIAL LP,20231231,20240209,WOLFSPEED INC,COM,977852102,1018,23407,SH,,DFND,,23407,0,0
1588340,Vontobel Holding Ltd.,20240331,20240510,WOLFSPEED INC,COM,977852102,684636,23208,SH,,DFND,3,23208,0,0
1761013,"Cresset Asset Management, LLC",20231231,20240214,WOLFSPEED INC,COM,977852102,471648,10840,SH,,DFND,"1,3,6",8073,2119,648
1386060,Boston Partners,20240331,20240513,WOLFSPEED INC,COM,977852102,685090,54939,SH,,DFND,1 4,47209,0,7730
1423053,CITADEL ADVISORS LLC,20240930,20241114,WOLFSPEED INC,NOTE  1.750% 5/0,225447AD3,3520336,5000000,PRN,,DFND,,0,0,5000000
1423053,CITADEL ADVISORS LLC,20240930,20241114,WOLFSPEED INC,NOTE  0.250% 2/1,977852AB8,2001409,5000000,PRN,,DFND,,0,0,5000000
1423053,CITADEL ADVISORS LLC,20240930,20241114,WOLFSPEED INC,COM,977852102,17963430,1851900,SH,Call,DFND,1,1851900,0,0
1423053,CITADEL ADVISORS LLC,20240930,20241114,WOLFSPEED INC,COM,977852102,1455000,150000,SH,Put,DFND,,150000,0,0
1423053,CITADEL ADVISORS LLC,20240930,20241114,WOLFSPEED INC,COM,977852102,15265860,1573800,SH,Put,DFND,1,1573800,0,0
1423053,CITADEL ADVISORS LLC,20240930,20241114,WOLFSPEED INC,COM,977852102,16230554,1673253,SH,,DFND,,1673253,0,0
1423053,CITADEL ADVISORS LLC,20240930,20241114,WOLFSPEED INC,COM,977852102,757609,78104,SH,,DFND,1,78104,0,0
1326389,Polar Asset Management Partners Inc.,20240630,20240814,WOLFSPEED INC,NOTE 1.875%12/0,977852AD4,11167968,20000000,PRN,,SOLE,,0,0,0
1597823,Parkwood LLC,20240331,20240515,WOLFSPEED INC,COMMON STOCK,977852102,1699,57593,SH,,SOLE,,57593,0,0
2024532,Erste Asset Management GmbH,20240630,20241126,"WOLFSPEED, INC.",Common Stock,977852102,11306866,487159,SH,,SOLE,,487159,0,0
1298088,"CIBC Private Wealth Group, LLC",20231231,20240213,WOLFSPEED INC COM,COM,977852102,721353,16579,SH,,DFND,"1,2",763,0,15816
1348883,"Clearbridge Investments, LLC",20240630,20240814,Wolfspeed Inc,COM,977852102,104649408,4597953,SH,,SOLE,,4499407,0,98546
1297376,"Advisors Asset Management, Inc.",20240331,20240514,WOLFSPEED INC,COM,977852102,51832,1757,SH,,SOLE,,1757,0,0
1587973,"State of Tennessee, Department of Treasury",20240930,20241114,WOLFSPEED INC COM,COMMON STOCK,977852102,312292,32195,SH,,SOLE,,32195,0,0
1810099,"Royal Fund Management, LLC",20240331,20240411,WOLFSPEED INC,COM,977852102,1590050,53900,SH,,SOLE,,0,0,53900
1810099,"Royal Fund Management, LLC",20240331,20240411,WOLFSPEED INC,COM,977852102,678500,23000,SH,Call,SOLE,,0,0,23000
820027,AMERIPRISE FINANCIAL INC,20240331,20240515,WOLFSPEED INC,COM,977852102,4209592,142698,SH,,DFND,2,0,138035,4663
820027,AMERIPRISE FINANCIAL INC,20240331,20240515,WOLFSPEED INC,COM,977852102,3423298,112704,SH,,DFND,16,0,0,112704
820027,AMERIPRISE FINANCIAL INC,20240331,20240515,WOLFSPEED INC,COM,977852102,6166,209,SH,,DFND,18,0,161,48
820027,AMERIPRISE FINANCIAL INC,20240331,20240515,WOLFSPEED INC,CONV BND,977852AD4,6743522,12083000,PRN,,DFND,2,0,0,12083000
1637541,"XPONANCE, INC.",20240630,20240814,WOLFSPEED INC,COM,977852102,305416,13419,SH,,SOLE,,13419,0,0
1446114,Ancora Advisors LLC,20240630,20240814,WOLFSPEED INC,COM,977852102,797,35,SH,,SOLE,1,35,0,0
1137881,WHITTIER TRUST CO,20231231,20240111,WOLFSPEED INC               COM,FIXED INCOME TAX EXEMPT,977852102,6351,146,SH,,SOLE,,146,0,0
1207017,LAZARD ASSET MANAGEMENT LLC,20240630,20240814,WOLFSPEED INC,Common Stock,977852102,0,24,SH,,SOLE,,24,0,0
1207017,LAZARD ASSET MANAGEMENT LLC,20240630,20240814,WOLFSPEED INC 0,Bond 30/360P2 U,977852AB8,95,161000,PRN,,SOLE,,161000,0,0
1207017,LAZARD ASSET MANAGEMENT LLC,20240630,20240814,WOLFSPEED INC 1,Bond 30/360P2 U,225447AD3,27414,30717000,PRN,,SOLE,,27474000,0,3243000
1207017,LAZARD ASSET MANAGEMENT LLC,20240630,20240814,WOLFSPEED INC 1,Bond 30/360P2 U,977852AD4,5035,9056000,PRN,,SOLE,,9056000,0,0
1537014,Candriam S.C.A.,20231231,20240214,WOLFSPEED INC,NOTE 1.750% 5/0,225447AD3,916291,800,PRN,,SOLE,,800,0,0
820027,AMERIPRISE FINANCIAL INC,20240930,20241114,WOLFSPEED INC,COM,977852102,3007418,310043,SH,,DFND,2,0,296743,13300
820027,AMERIPRISE FINANCIAL INC,20240930,20241114,WOLFSPEED INC,COM,977852102,392530,43767,SH,,DFND,16,0,0,43767
820027,AMERIPRISE FINANCIAL INC,20240930,20241114,WOLFSPEED INC,COM,977852102,1319,136,SH,,DFND,18,0,136,0
1810099,"Royal Fund Management, LLC",20231231,20240206,WOLFSPEED INC,COM,977852102,134881,3100,SH,Call,SOLE,,0,0,3100
1810099,"Royal Fund Management, LLC",20231231,20240206,WOLFSPEED INC,COM,977852102,1479340,34000,SH,,SOLE,,0,0,34000
807249,"GAMCO INVESTORS, INC. ET AL",20240630,20240813,WOLFSPEED INC 0.250 02/15/28 CVT,BOND CONVERTIBLE,977852AB8,117722,200000,PRN,,SOLE,,200000,0,0
807249,"GAMCO INVESTORS, INC. ET AL",20240630,20240813,WOLFSPEED INC 1.750 05/01/26 CVT,BOND CONVERTIBLE,225447AD3,180168,200000,PRN,,SOLE,,200000,0,0
1998597,"JANA Partners Management, LP",20240331,20240515,WOLFSPEED INC,COM,977852102,134457490,4557881,SH,,SOLE,,4557881,0,0
1587973,"State of Tennessee, Treasury Department",20231231,20240214,WOLFSPEED INC COM,COMMON STOCK,977852102,2141432,49217,SH,,SOLE,,49217,0,0
820027,AMERIPRISE FINANCIAL INC,20240630,20240814,WOLFSPEED INC,COM,977852102,2980263,130943,SH,,DFND,2,0,126280,4663
820027,AMERIPRISE FINANCIAL INC,20240630,20240814,WOLFSPEED INC,COM,977852102,545580,23971,SH,,DFND,16,0,0,23971
820027,AMERIPRISE FINANCIAL INC,20240630,20240814,WOLFSPEED INC,COM,977852102,4757,209,SH,,DFND,18,0,161,48
1483066,State of New Jersey Common Pension Fund D,20240630,20240807,WOLFSPEED INC,COM,977852102,1678231,73736,SH,,SOLE,,73736,0,0
2023325,"LRI Investments, LLC",20240331,20240514,WOLFSPEED INC COM,Stock,977852102,6236,263,SH,,SOLE,0,263,0,0
1297376,"Advisors Asset Management, Inc.",20240630,20240814,WOLFSPEED INC,COM,977852102,51324,2255,SH,,SOLE,,2255,0,0
1756111,PEAK6 Investments LLC,20240930,20241114,WOLFSPEED INC,COM,977852102,5823880,600400,SH,Call,DFND,"01, 02",600400,0,0
1756111,PEAK6 Investments LLC,20240930,20241114,WOLFSPEED INC,COM,977852102,2931340,302200,SH,Put,DFND,"01, 02",302200,0,0
1313360,"SG Americas Securities, LLC",20240630,20240712,WOLFSPEED INC NOTE  1.750 5/0,BND,225447AD3,1701,19000,PRN,,SOLE,,19000,0,0
1313360,"SG Americas Securities, LLC",20240630,20240712,WOLFSPEED INC COM,COM,977852102,403,17708,SH,,SOLE,,17708,0,0
1313360,"SG Americas Securities, LLC",20240630,20240712,WOLFSPEED INC NOTE  1.87512/0,BND,977852AD4,959,16800,PRN,,SOLE,,16800,0,0
831001,CITIGROUP INC,20240930,20241112,WOLFSPEED INC,NOTE  0.250% 2/1,977852AB8,1208868,3076000,PRN,,DFND,"7,10,11",3076000,0,0
831001,CITIGROUP INC,20240930,20241112,WOLFSPEED INC,NOTE  1.875%12/0,977852AD4,2232,6000,PRN,,DFND,"7,10,11",6000,0,0
831001,CITIGROUP INC,20240930,20241112,WOLFSPEED INC,COM,977852102,12804,1320,SH,,DFND,"2,3",1320,0,0
831001,CITIGROUP INC,20240930,20241112,WOLFSPEED INC,COM,977852102,1877377,193544,SH,,DFND,"7,10,11",193544,0,0
831001,CITIGROUP INC,20240930,20241112,WOLFSPEED INC,COM,977852102,232829,24003,SH,,DFND,"7,9,10,12",24003,0,0
1541211,"Hilton Capital Management, LLC",20240331,20240510,WOLFSPEED INC,Common Stocks,977852102,500969,16982,SH,,SOLE,,16982,0,0
1539204,"Crossmark Global Holdings, Inc.",20231231,20240213,WOLFSPEED INC COM,COM,977852102,344,7908,SH,,SOLE,,0,7908,0
1539204,"Crossmark Global Holdings, Inc.",20231231,20240213,WOLFSPEED INC COM,COM,977852102,35,801,SH,,SOLE,,0,801,0
1348883,"Clearbridge Investments, LLC",20240930,20241112,Wolfspeed Inc,COM,977852102,703754,72552,SH,,SOLE,,72552,0,0
39263,"CULLEN/FROST BANKERS, INC.",20240331,20240510,WOLFSPEED INC COM,DOMESTIC COMMON STOCK,977852102,2950,100,SH,,DFND,1,100,0,0
1537014,Candriam S.C.A.,20240331,20240506,WOLFSPEED INC,NOTE 1.750% 5/0,225447AD3,767959,800,PRN,,SOLE,,800,0,0
1810099,"Royal Fund Management, LLC",20240930,20241008,WOLFSPEED INC,COM,977852102,818680,84400,SH,,SOLE,,0,0,84400
820027,AMERIPRISE FINANCIAL INC,20231231,20240214,WOLFSPEED INC,COM,977852102,6144918,141230,SH,,DFND,2,0,136567,4663
820027,AMERIPRISE FINANCIAL INC,20231231,20240214,WOLFSPEED INC,COM,977852102,726486,16697,SH,,DFND,16,0,0,16697
820027,AMERIPRISE FINANCIAL INC,20231231,20240214,WOLFSPEED INC,COM,977852102,9094,209,SH,,DFND,18,0,161,48
820027,AMERIPRISE FINANCIAL INC,20231231,20240214,WOLFSPEED INC,CONV BND,977852AD4,9597564,14083000,PRN,,DFND,2,0,0,14083000
1587973,"State of Tennessee, Treasury Department",20240331,20240514,WOLFSPEED INC COM,COMMON STOCK,977852102,1451902,49217,SH,,SOLE,,49217,0,0
1719087,"Diametric Capital, LP",20240331,20240515,WOLFSPEED INC,COM,977852102,218093,7393,SH,,DFND,1,7393,0,0
1387399,"West Oak Capital, LLC",20240331,20240418,Wolfspeed Inc,COM,977852102,15,500,SH,,SOLE,,500,0,0
1326389,Polar Asset Management Partners Inc.,20231231,20240214,WOLFSPEED INC,NOTE 1.875%12/0,977852AD4,13495554,20000000,PRN,,SOLE,,0,0,0
1724269,"LAKE STREET ADVISORS GROUP, LLC",20240331,20240513,WOLFSPEED INC,NOTE 1.875%12/0,977852AD4,21766,39000,PRN,,SOLE,,0,0,39000
1364742,BlackRock Inc.,20240331,20240510,WOLFSPEED INC,NOTE 1.750% 5/0,225447AD3,4399824,4576000,PRN,,SOLE,21,4576000,0,0
1364742,BlackRock Inc.,20240331,20240510,WOLFSPEED INC,COM,977852102,9105116,308648,SH,,SOLE,2,212125,0,96523
1364742,BlackRock Inc.,20240331,20240510,WOLFSPEED INC,COM,977852102,19087,647,SH,,SOLE,4,341,0,306
1364742,BlackRock Inc.,20240331,20240510,WOLFSPEED INC,COM,977852102,823552,27917,SH,,SOLE,7,26495,0,1422
1364742,BlackRock Inc.,20240331,20240510,WOLFSPEED INC,COM,977852102,9727743,329754,SH,,SOLE,18,214363,0,115391
1364742,BlackRock Inc.,20240331,20240510,WOLFSPEED INC,COM,977852102,36219333,1227774,SH,,SOLE,19,1227774,0,0
1364742,BlackRock Inc.,20240331,20240510,WOLFSPEED INC,COM,977852102,243190094,8243732,SH,,SOLE,21,8243732,0,0
1364742,BlackRock Inc.,20240331,20240510,WOLFSPEED INC,COM,977852102,107884214,3657092,SH,,SOLE,22,3487382,0,169710
1364742,BlackRock Inc.,20240331,20240510,WOLFSPEED INC,COM,977852102,739182,25057,SH,,SOLE,25,25057,0,0
1364742,BlackRock Inc.,20240331,20240510,WOLFSPEED INC,COM,977852102,1285374,43572,SH,,SOLE,26,43572,0,0
1364742,BlackRock Inc.,20240331,20240510,WOLFSPEED INC,COM,977852102,190452,6456,SH,,SOLE,28,1120,0,5336
1364742,BlackRock Inc.,20240331,20240510,WOLFSPEED INC,COM,977852102,9538707,323346,SH,,SOLE,30,323346,0,0
1364742,BlackRock Inc.,20240331,20240510,WOLFSPEED INC,COM,977852102,44781,1518,SH,,SOLE,31,1518,0,0
1364742,BlackRock Inc.,20240331,20240510,WOLFSPEED INC,COM,977852102,62805353,2128995,SH,,SOLE,34,2128995,0,0
1364742,BlackRock Inc.,20240331,20240510,WOLFSPEED INC,COM,977852102,27494,932,SH,,SOLE,36,932,0,0
1364742,BlackRock Inc.,20240331,20240510,WOLFSPEED INC,COM,977852102,772812,26197,SH,,SOLE,40,26197,0,0
1364742,BlackRock Inc.,20240331,20240510,WOLFSPEED INC,COM,977852102,2904541,98459,SH,,SOLE,43,74209,0,24250
1364742,BlackRock Inc.,20240331,20240510,WOLFSPEED INC,NOTE 0.250% 2/1,977852AB8,3325950,5700000,PRN,,SOLE,21,5700000,0,0
1364742,BlackRock Inc.,20240331,20240510,WOLFSPEED INC,NOTE 1.875%12/0,977852AD4,7436683,13325000,PRN,,SOLE,21,13325000,0,0
1998597,"JANA Partners Management, LP",20240930,20241114,WOLFSPEED INC,COM,977852102,59809550,6165933,SH,,SOLE,,6165933,0,0
752798,"CONCOURSE FINANCIAL GROUP SECURITIES, INC.",20240630,20240723,CREE INC,NOTE  1.750% 5/0,225447AD3,0,0,SH,,SOLE,,0,0,0
752798,"CONCOURSE FINANCIAL GROUP SECURITIES, INC.",20240630,20240723,WOLFSPEED INC,COM,977852102,0,0,SH,,SOLE,,0,0,0
752798,"CONCOURSE FINANCIAL GROUP SECURITIES, INC.",20240630,20240723,WOLFSPEED INC,CALL,977852902,0,0,SH,Call,SOLE,,0,0,0
752798,"CONCOURSE FINANCIAL GROUP SECURITIES, INC.",20240630,20240723,WOLFSPEED INC,PUT,977852952,0,0,SH,Put,SOLE,,0,0,0
752798,"CONCOURSE FINANCIAL GROUP SECURITIES, INC.",20240630,20240723,WOLFSPEED INC,NOTE  0.250% 2/1,977852AB8,0,0,SH,,SOLE,,0,0,0
752798,"CONCOURSE FINANCIAL GROUP SECURITIES, INC.",20240630,20240723,WOLFSPEED INC,NOTE  1.875%12/0,977852AD4,0,0,SH,,SOLE,,0,0,0
1725690,"Bridgefront Capital, LLC",20240930,20241114,WOLFSPEED INC,COM,977852102,235429,24271,SH,,SOLE,,24271,0,0
1423053,CITADEL ADVISORS LLC,20240331,20240515,WOLFSPEED INC,NOTE  1.750% 5/0,225447AD3,31326339,32500000,PRN,,DFND,,0,0,32500000
1423053,CITADEL ADVISORS LLC,20240331,20240515,WOLFSPEED INC,NOTE  0.250% 2/1,977852AB8,7079072,12000000,PRN,,DFND,,0,0,12000000
1423053,CITADEL ADVISORS LLC,20240331,20240515,WOLFSPEED INC,COM,977852102,1475000,50000,SH,Call,DFND,,50000,0,0
1423053,CITADEL ADVISORS LLC,20240331,20240515,WOLFSPEED INC,COM,977852102,58961650,1998700,SH,Call,DFND,1,1998700,0,0
1423053,CITADEL ADVISORS LLC,20240331,20240515,WOLFSPEED INC,COM,977852102,3666850,124300,SH,Put,DFND,,124300,0,0
1423053,CITADEL ADVISORS LLC,20240331,20240515,WOLFSPEED INC,COM,977852102,20355000,690000,SH,Put,DFND,1,690000,0,0
1423053,CITADEL ADVISORS LLC,20240331,20240515,WOLFSPEED INC,COM,977852102,35862531,1215679,SH,,DFND,,1215679,0,0
1423053,CITADEL ADVISORS LLC,20240331,20240515,WOLFSPEED INC,COM,977852102,3153727,106906,SH,,DFND,1,106906,0,0
1297376,"Advisors Asset Management, Inc.",20240930,20241108,WOLFSPEED INC,COM,977852102,26801,2763,SH,,SOLE,,2763,0,0
831001,CITIGROUP INC,20231231,20240209,WOLFSPEED INC,NOTE  0.250% 2/1,977852AB8,961085,1427000,PRN,,DFND,"7,10,11",1427000,0,0
831001,CITIGROUP INC,20231231,20240209,WOLFSPEED INC,NOTE  1.875%12/0,977852AD4,327802,481000,PRN,,DFND,"7,10,11",481000,0,0
831001,CITIGROUP INC,20231231,20240209,WOLFSPEED INC,COM,977852102,769822,17693,SH,,DFND,"2,3",17693,0,0
831001,CITIGROUP INC,20231231,20240209,WOLFSPEED INC,COM,977852102,26585,611,SH,,DFND,"2,3,5",611,0,0
831001,CITIGROUP INC,20231231,20240209,WOLFSPEED INC,COM,977852102,21755,500,SH,,DFND,"2,3,6",500,0,0
831001,CITIGROUP INC,20231231,20240209,WOLFSPEED INC,COM,977852102,11899895,273498,SH,,DFND,"7,10,11",273498,0,0
831001,CITIGROUP INC,20231231,20240209,WOLFSPEED INC,COM,977852102,674405,15500,SH,,DFND,"7,9,10,12",15500,0,0
831001,CITIGROUP INC,20231231,20240209,WOLFSPEED INC,COM,977852102,4037728,92800,SH,Put,DFND,"7,10,11",92800,0,0
923093,TUDOR INVESTMENT CORP ET AL,20240331,20240515,Wolfspeed Inc - US,Equity,977852102,14389982,487796,SH,,DFND,,487796,487796,0
923093,TUDOR INVESTMENT CORP ET AL,20240331,20240515,Wolfspeed Inc - US,Equity Option,977852102,1233100,41800,SH,Call,DFND,,41800,41800,0
923093,TUDOR INVESTMENT CORP ET AL,20240331,20240515,Wolfspeed Inc - US,Equity Option,977852102,1643150,55700,SH,Put,DFND,,55700,55700,0
773411,VALLEY NATIONAL ADVISERS INC,20240331,20240419,WOLFSPEED INC,COM,977852102,62,2119,SH,,SOLE,,0,0,2119
1313360,"SG Americas Securities, LLC",20231231,20240112,WOLFSPEED INC NOTE  1.87512/0,BND,977852AD4,3428,50140,PRN,,SOLE,,50140,0,0
1313360,"SG Americas Securities, LLC",20231231,20240112,WOLFSPEED INC COM,COM,977852102,471,10834,SH,,SOLE,,10834,0,0
1313360,"SG Americas Securities, LLC",20231231,20240112,WOLFSPEED INC NOTE  1.750 5/0,BND,225447AD3,23186,200000,PRN,,SOLE,,200000,0,0
1313360,"SG Americas Securities, LLC",20240331,20240506,WOLFSPEED INC COM,COM,977852102,370,12555,SH,,SOLE,,12555,0,0
1313360,"SG Americas Securities, LLC",20240331,20240506,WOLFSPEED INC NOTE  1.87512/0,BND,977852AD4,2396,41420,PRN,,SOLE,,41420,0,0
1277557,PRIVATE TRUST CO NA,20231231,20240124,Wolfspeed Inc Com,Com,977852102,4482,103,SH,,DFND,0,103,0,0
1277557,PRIVATE TRUST CO NA,20240331,20240424,Wolfspeed Inc Com,Com,977852102,3334,113,SH,,DFND,0,113,0,0
1761013,"Cresset Asset Management, LLC",20240930,20241114,WOLFSPEED INC,COM,977852102,122715,12651,SH,,DFND,"1,3,5,6",4748,5111,2792
1761013,"Cresset Asset Management, LLC",20240930,20241114,WOLFSPEED INC,COM,977852102,388,40,SH,,SOLE,,0,0,40
1893143,"Atlantic Private Wealth, LLC",20240630,20240812,Wolfspeed Inc Com,Com,977852102,53236,2339,SH,,SOLE,,0,0,2339
